timestamp,attention_active,attention,stress_active,cognitive_stress
2025-07-26T20:34:00.789149,False,,False,
2025-07-26T20:34:01.307539,False,,False,
2025-07-26T20:34:01.827125,False,,False,
2025-07-26T20:34:02.342421,False,,False,
2025-07-26T20:34:02.792834,False,,False,
2025-07-26T20:34:03.310287,False,,False,
2025-07-26T20:34:03.806468,False,,False,
2025-07-26T20:34:04.322130,False,,False,
2025-07-26T20:34:04.817718,False,,False,
2025-07-26T20:34:05.290057,False,,False,
2025-07-26T20:34:05.807589,False,,False,
2025-07-26T20:34:06.301599,False,,False,
2025-07-26T20:34:06.821179,False,,False,
2025-07-26T20:34:07.315254,False,,False,
2025-07-26T20:34:07.787748,False,,False,
2025-07-26T20:34:08.305913,False,,False,
2025-07-26T20:34:08.801119,False,,False,
2025-07-26T20:34:09.318379,False,,False,
2025-07-26T20:34:09.813871,False,,False,
2025-07-26T20:34:10.285608,False,,False,
2025-07-26T20:34:10.803381,False,,False,
2025-07-26T20:34:11.297987,False,,False,
2025-07-26T20:34:11.836717,False,,False,
2025-07-26T20:34:12.332040,False,,False,
2025-07-26T20:34:12.779912,False,,False,
2025-07-26T20:34:13.297713,False,,False,
2025-07-26T20:34:13.816213,False,,False,
2025-07-26T20:34:14.311265,False,,False,
2025-07-26T20:34:14.831328,False,,False,
2025-07-26T20:34:15.301873,False,,False,
2025-07-26T20:34:15.798490,False,,False,
2025-07-26T20:34:16.313167,False,,False,
2025-07-26T20:34:16.810044,False,,False,
2025-07-26T20:34:17.330674,False,,False,
2025-07-26T20:34:17.798083,False,,False,
2025-07-26T20:34:18.295031,False,,False,
2025-07-26T20:34:18.812095,False,,False,
2025-07-26T20:34:19.308312,False,,False,
2025-07-26T20:34:19.825704,False,,False,
2025-07-26T20:34:20.297879,False,,False,
2025-07-26T20:34:20.793276,False,,False,
2025-07-26T20:34:21.311150,False,,False,
2025-07-26T20:34:21.803458,False,,False,
2025-07-26T20:34:22.323672,False,,False,
2025-07-26T20:34:22.794627,False,,False,
2025-07-26T20:34:23.290231,False,,False,
2025-07-26T20:34:23.807397,False,,False,
2025-07-26T20:34:24.321639,False,,False,
2025-07-26T20:34:24.818141,False,,False,
2025-07-26T20:34:25.293120,False,,False,
2025-07-26T20:34:25.809857,False,,False,
2025-07-26T20:34:26.305881,False,,False,
2025-07-26T20:34:26.822474,False,,False,
2025-07-26T20:34:27.318700,False,,False,
2025-07-26T20:34:27.790109,False,,False,
2025-07-26T20:34:28.308159,False,,False,
2025-07-26T20:34:28.802583,False,,False,
2025-07-26T20:34:29.319860,False,,False,
2025-07-26T20:34:29.815408,False,,False,
2025-07-26T20:34:30.286033,False,,False,
2025-07-26T20:34:30.803408,False,,False,
2025-07-26T20:34:31.300070,False,,False,
2025-07-26T20:34:31.840309,False,,False,
2025-07-26T20:34:32.333973,False,,False,
2025-07-26T20:34:32.785801,False,,False,
2025-07-26T20:34:33.301759,False,,False,
2025-07-26T20:34:33.794540,False,,False,
2025-07-26T20:34:34.313152,False,,False,
2025-07-26T20:34:34.830928,False,,False,
2025-07-26T20:34:35.284374,False,,False,
2025-07-26T20:34:35.814296,False,,False,
2025-07-26T20:34:36.317941,False,,False,
2025-07-26T20:34:36.813432,False,,False,
2025-07-26T20:34:37.330414,False,,False,
2025-07-26T20:34:37.800524,False,,False,
2025-07-26T20:34:38.298963,False,,False,
2025-07-26T20:34:38.816879,False,,False,
2025-07-26T20:34:39.313304,False,,False,
2025-07-26T20:34:39.841228,False,,False,
2025-07-26T20:34:40.298473,False,,False,
2025-07-26T20:34:40.792962,False,,False,
2025-07-26T20:34:41.312721,False,,False,
2025-07-26T20:34:41.807877,False,,False,
2025-07-26T20:34:42.325807,False,,False,
2025-07-26T20:34:42.798718,False,,False,
2025-07-26T20:34:43.292641,False,,False,
2025-07-26T20:34:43.809371,False,,False,
2025-07-26T20:34:44.328403,False,,False,
2025-07-26T20:34:44.825055,False,,False,
2025-07-26T20:34:45.295684,False,,False,
2025-07-26T20:34:45.790658,False,,False,
2025-07-26T20:34:46.308014,False,,False,
2025-07-26T20:34:46.825221,False,,False,
2025-07-26T20:34:47.321295,False,,False,
2025-07-26T20:34:47.793349,False,,False,
2025-07-26T20:34:48.311864,False,,False,
2025-07-26T20:34:48.806427,False,,False,
2025-07-26T20:34:49.322738,False,,False,
2025-07-26T20:34:49.819608,False,,False,
2025-07-26T20:34:50.292539,False,,False,
2025-07-26T20:34:50.808535,False,,False,
2025-07-26T20:34:51.303099,False,,False,
2025-07-26T20:34:51.820321,False,,False,
2025-07-26T20:34:52.313590,False,,False,
2025-07-26T20:34:52.785887,False,,False,
2025-07-26T20:34:53.305933,False,,False,
2025-07-26T20:34:53.800258,False,,False,
2025-07-26T20:34:54.319743,False,,False,
2025-07-26T20:34:54.835812,False,,False,
2025-07-26T20:34:55.286198,False,,False,
2025-07-26T20:34:55.804468,False,,False,
2025-07-26T20:34:56.322376,False,,False,
2025-07-26T20:34:56.817068,False,,False,
2025-07-26T20:34:57.333499,False,,False,
2025-07-26T20:34:57.782890,False,,False,
2025-07-26T20:34:58.301633,False,,False,
2025-07-26T20:34:58.798963,False,,False,
2025-07-26T20:34:59.314136,False,,False,
2025-07-26T20:34:59.809261,False,,False,
2025-07-26T20:35:00.281153,False,,False,
2025-07-26T20:35:00.797112,False,,False,
2025-07-26T20:35:01.293480,False,,False,
2025-07-26T20:35:01.811845,False,,False,
2025-07-26T20:35:02.330998,False,,False,
2025-07-26T20:35:02.780429,False,,False,
2025-07-26T20:35:03.296179,False,,False,
2025-07-26T20:35:03.814563,False,,False,
2025-07-26T20:35:04.307272,False,,False,
2025-07-26T20:35:04.824108,False,,False,
2025-07-26T20:35:05.295903,False,,False,
2025-07-26T20:35:05.794886,False,,False,
2025-07-26T20:35:06.311810,False,,False,
2025-07-26T20:35:06.806913,False,,False,
2025-07-26T20:35:07.335124,False,,False,
2025-07-26T20:35:07.806662,False,,False,
2025-07-26T20:35:08.291195,False,,False,
2025-07-26T20:35:08.809318,False,,False,
2025-07-26T20:35:09.304148,False,,False,
2025-07-26T20:35:09.822367,False,,False,
